id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
207950,Female,27,1,48.0,1,< 1 Year,No,2630.0,152.0,220,0
253790,Female,44,1,7.0,0,1-2 Year,Yes,2630.0,26.0,150,1
357291,Female,55,1,28.0,0,1-2 Year,Yes,43924.0,26.0,280,0
378356,Male,33,1,28.0,0,1-2 Year,Yes,27021.0,163.0,66,1
312599,Male,27,1,8.0,1,< 1 Year,No,42952.0,152.0,71,0
74394,Female,24,1,7.0,0,< 1 Year,Yes,45048.0,152.0,52,1
259861,Female,43,1,28.0,0,1-2 Year,Yes,31449.0,124.0,207,0
371373,Female,21,1,30.0,1,< 1 Year,No,24217.0,152.0,98,0
117802,Male,43,1,18.0,0,1-2 Year,Yes,30359.0,26.0,32,1
239386,Female,52,1,30.0,0,1-2 Year,Yes,21931.0,152.0,50,0
210310,Female,45,1,21.0,0,> 2 Years,Yes,35393.0,26.0,78,0
34949,Female,36,1,0.0,1,1-2 Year,No,2630.0,26.0,46,0
82550,Male,23,1,7.0,1,< 1 Year,No,36904.0,152.0,248,0
352596,Female,56,1,14.0,0,1-2 Year,Yes,26648.0,124.0,149,0
251240,Female,43,1,15.0,1,1-2 Year,No,37779.0,122.0,58,0
280056,Female,20,1,9.0,1,< 1 Year,No,25739.0,160.0,50,0
182174,Female,56,1,7.0,0,< 1 Year,No,2630.0,1.0,221,0
171943,Male,22,1,32.0,1,< 1 Year,No,28871.0,160.0,130,0
159617,Male,66,1,8.0,1,1-2 Year,No,41464.0,26.0,152,0
336839,Male,26,1,36.0,0,< 1 Year,No,32740.0,152.0,266,0
139399,Male,51,1,28.0,1,1-2 Year,No,53756.0,122.0,59,0
349751,Male,56,1,28.0,0,> 2 Years,Yes,38245.0,26.0,208,0
289652,Male,64,1,29.0,1,1-2 Year,No,34455.0,135.0,296,0
271121,Male,23,1,46.0,1,< 1 Year,No,33935.0,152.0,141,0
142764,Female,54,1,20.0,0,1-2 Year,Yes,2630.0,26.0,175,0
242159,Female,23,1,26.0,0,< 1 Year,Yes,30291.0,152.0,288,0
21442,Female,26,1,3.0,1,< 1 Year,No,31492.0,152.0,177,0
139650,Female,37,1,29.0,0,1-2 Year,Yes,2630.0,156.0,240,0
335429,Male,62,1,29.0,1,1-2 Year,No,2630.0,26.0,23,0
234124,Female,25,1,26.0,1,< 1 Year,No,2630.0,152.0,136,0
112477,Female,22,1,46.0,1,< 1 Year,No,30141.0,152.0,222,0
91670,Male,51,1,48.0,1,1-2 Year,No,2630.0,26.0,279,0
106797,Female,58,1,29.0,1,1-2 Year,No,58234.0,26.0,87,0
376627,Male,23,1,15.0,0,< 1 Year,Yes,48842.0,152.0,197,0
235865,Male,65,1,45.0,0,1-2 Year,Yes,31020.0,152.0,235,0
320752,Male,70,1,33.0,1,1-2 Year,No,45081.0,22.0,55,0
320652,Male,50,1,28.0,0,> 2 Years,Yes,38702.0,154.0,30,0
38621,Male,35,1,29.0,0,1-2 Year,Yes,36008.0,124.0,68,1
274341,Male,38,1,28.0,1,1-2 Year,No,51208.0,125.0,160,0
118136,Female,37,1,28.0,1,1-2 Year,Yes,2630.0,156.0,152,0
338141,Male,26,1,13.0,0,1-2 Year,Yes,25496.0,124.0,281,0
199692,Male,62,1,15.0,1,1-2 Year,No,44062.0,124.0,94,0
372973,Male,23,1,41.0,0,< 1 Year,Yes,32040.0,152.0,91,0
150195,Male,25,1,39.0,1,< 1 Year,No,90861.0,152.0,61,0
121618,Female,26,1,15.0,0,< 1 Year,No,32370.0,152.0,71,0
229887,Female,43,1,47.0,0,1-2 Year,Yes,2630.0,26.0,45,0
15353,Female,60,1,50.0,1,1-2 Year,No,47134.0,26.0,234,0
330576,Male,41,1,28.0,0,> 2 Years,Yes,46692.0,124.0,274,1
157359,Female,26,1,30.0,1,< 1 Year,No,37129.0,152.0,243,0
174011,Male,37,1,40.0,0,1-2 Year,Yes,26793.0,124.0,117,0
326768,Female,69,1,38.0,0,1-2 Year,Yes,26247.0,29.0,112,0
190334,Male,23,1,34.0,1,< 1 Year,No,35754.0,152.0,50,0
353381,Female,24,1,29.0,1,< 1 Year,No,26581.0,152.0,166,0
61396,Male,53,1,38.0,1,1-2 Year,No,22477.0,124.0,75,0
159934,Male,44,1,28.0,0,1-2 Year,Yes,27849.0,26.0,19,1
163586,Female,36,1,7.0,0,1-2 Year,Yes,42746.0,154.0,12,1
322133,Female,45,1,28.0,1,1-2 Year,Yes,2630.0,26.0,163,0
229919,Male,54,1,36.0,1,1-2 Year,No,31650.0,26.0,225,0
336722,Male,28,1,30.0,1,< 1 Year,No,39937.0,152.0,145,0
205018,Female,24,1,33.0,1,< 1 Year,No,31401.0,124.0,227,0
169511,Female,29,1,3.0,0,1-2 Year,Yes,24679.0,163.0,47,0
277694,Female,27,1,32.0,1,< 1 Year,No,2630.0,152.0,172,0
105148,Male,23,1,46.0,1,< 1 Year,No,30950.0,151.0,183,0
173529,Female,45,1,28.0,1,1-2 Year,No,44957.0,26.0,12,0
214715,Male,42,1,18.0,1,1-2 Year,No,27030.0,124.0,100,0
177332,Male,38,1,28.0,1,1-2 Year,No,42058.0,122.0,199,0
120590,Male,48,1,8.0,0,1-2 Year,Yes,46115.0,154.0,277,0
46731,Female,36,1,29.0,1,1-2 Year,No,31984.0,124.0,142,0
156588,Male,26,1,46.0,1,< 1 Year,No,2630.0,152.0,95,0
252822,Male,39,1,28.0,0,1-2 Year,Yes,50877.0,154.0,96,1
252874,Female,55,1,43.0,1,1-2 Year,No,2630.0,7.0,19,0
153213,Female,38,1,28.0,0,1-2 Year,Yes,27918.0,124.0,268,1
147316,Female,27,1,10.0,1,< 1 Year,No,26456.0,152.0,76,0
152495,Female,60,1,39.0,1,1-2 Year,No,30749.0,26.0,263,0
143969,Female,22,1,46.0,1,< 1 Year,No,25927.0,152.0,213,0
262606,Female,25,1,14.0,1,< 1 Year,No,28317.0,152.0,272,0
76159,Male,47,1,29.0,0,1-2 Year,Yes,34441.0,124.0,123,0
154624,Male,31,1,25.0,0,< 1 Year,Yes,39379.0,152.0,68,0
357057,Male,63,1,28.0,0,1-2 Year,Yes,67797.0,26.0,126,1
208876,Female,25,1,2.0,0,< 1 Year,Yes,32089.0,152.0,84,0
332527,Female,24,1,29.0,0,< 1 Year,No,38324.0,151.0,218,0
343336,Female,22,1,33.0,1,< 1 Year,No,31995.0,152.0,289,0
109097,Male,25,1,33.0,1,< 1 Year,No,45725.0,152.0,246,0
217027,Female,22,1,6.0,0,< 1 Year,Yes,26135.0,152.0,103,0
224212,Female,24,1,29.0,1,< 1 Year,No,26633.0,152.0,28,0
269175,Female,24,1,2.0,0,< 1 Year,No,31859.0,152.0,293,0
306474,Male,22,1,15.0,0,< 1 Year,Yes,37533.0,152.0,84,1
269454,Male,23,1,28.0,0,< 1 Year,Yes,40129.0,152.0,46,0
145919,Female,41,1,28.0,0,1-2 Year,Yes,49227.0,13.0,104,1
350254,Female,40,1,33.0,0,1-2 Year,No,26554.0,124.0,236,0
190103,Female,46,1,28.0,1,1-2 Year,No,54747.0,155.0,276,0
346231,Female,67,1,28.0,1,1-2 Year,No,40944.0,10.0,239,0
258209,Female,42,1,46.0,0,1-2 Year,Yes,42926.0,11.0,240,0
165137,Male,26,1,31.0,1,< 1 Year,No,2630.0,152.0,252,0
178531,Female,24,1,8.0,0,< 1 Year,Yes,26522.0,152.0,170,0
11841,Female,25,1,29.0,1,< 1 Year,No,30029.0,152.0,40,0
149704,Male,44,1,15.0,0,1-2 Year,Yes,49491.0,14.0,274,0
101304,Male,21,1,47.0,1,< 1 Year,No,35542.0,152.0,10,0
377055,Male,57,1,18.0,0,1-2 Year,Yes,36041.0,124.0,46,0
70936,Male,50,1,48.0,0,1-2 Year,No,2630.0,124.0,202,0
179789,Female,31,1,30.0,1,< 1 Year,No,43039.0,152.0,150,0
359072,Male,51,1,28.0,0,1-2 Year,Yes,47476.0,59.0,69,0
373108,Male,47,1,28.0,0,1-2 Year,Yes,30890.0,26.0,85,0
207490,Male,20,1,46.0,1,< 1 Year,No,34866.0,160.0,60,0
232595,Female,22,1,33.0,1,< 1 Year,No,35904.0,152.0,37,0
304596,Male,33,1,30.0,0,< 1 Year,Yes,2630.0,124.0,215,1
368113,Male,68,1,28.0,0,> 2 Years,Yes,59317.0,122.0,152,0
252684,Male,52,1,28.0,0,1-2 Year,Yes,65329.0,26.0,30,1
243073,Male,24,1,8.0,1,< 1 Year,No,40717.0,152.0,87,0
122430,Female,45,1,28.0,0,1-2 Year,Yes,65631.0,26.0,286,1
292803,Male,47,1,7.0,0,1-2 Year,Yes,48314.0,26.0,31,1
74358,Female,25,1,28.0,0,< 1 Year,No,35051.0,152.0,247,0
54797,Male,46,1,41.0,1,1-2 Year,Yes,26864.0,26.0,212,0
76762,Male,39,1,18.0,0,1-2 Year,Yes,25688.0,155.0,188,0
122415,Female,63,1,37.0,0,1-2 Year,No,33137.0,152.0,102,0
33499,Male,59,1,28.0,0,1-2 Year,Yes,41652.0,26.0,182,0
61762,Female,23,1,21.0,1,< 1 Year,No,19973.0,152.0,142,0
331710,Female,23,1,43.0,0,< 1 Year,Yes,2630.0,151.0,116,0
261511,Female,62,1,46.0,1,1-2 Year,No,30045.0,122.0,110,0
310251,Female,48,1,0.0,0,1-2 Year,Yes,2630.0,122.0,278,0
344362,Female,20,1,44.0,0,< 1 Year,Yes,40018.0,160.0,152,0
341249,Male,50,1,18.0,0,> 2 Years,Yes,26516.0,26.0,141,1
73761,Male,23,1,28.0,0,< 1 Year,Yes,2630.0,26.0,100,0
76542,Male,24,1,21.0,0,< 1 Year,No,37304.0,152.0,219,0
360624,Male,48,1,8.0,0,1-2 Year,Yes,36418.0,26.0,298,1
135682,Male,49,1,28.0,0,1-2 Year,Yes,43652.0,124.0,201,0
84541,Male,39,1,46.0,0,1-2 Year,Yes,29747.0,26.0,82,0
88777,Female,54,1,28.0,0,1-2 Year,Yes,44731.0,26.0,252,1
55826,Female,62,1,28.0,0,1-2 Year,Yes,39551.0,26.0,183,0
168435,Male,75,1,28.0,1,1-2 Year,No,28507.0,122.0,134,0
20190,Male,60,1,28.0,1,1-2 Year,No,48456.0,124.0,192,0
107246,Male,22,1,28.0,1,< 1 Year,No,63170.0,152.0,143,0
224547,Male,22,1,29.0,0,< 1 Year,No,26764.0,152.0,97,0
97351,Male,52,0,19.0,0,1-2 Year,Yes,50473.0,124.0,210,0
161751,Male,49,1,30.0,1,1-2 Year,No,27841.0,26.0,132,0
300322,Female,24,1,10.0,1,< 1 Year,No,25151.0,152.0,25,0
128801,Female,54,1,28.0,1,1-2 Year,No,50646.0,122.0,125,0
285403,Female,24,1,50.0,1,< 1 Year,No,2630.0,160.0,89,0
339169,Female,28,1,10.0,1,< 1 Year,No,2630.0,152.0,21,0
244429,Male,42,1,28.0,1,1-2 Year,No,38524.0,42.0,66,0
198293,Male,72,1,28.0,0,> 2 Years,Yes,65478.0,26.0,268,0
51345,Female,30,1,28.0,0,1-2 Year,Yes,22036.0,156.0,239,1
234907,Male,20,1,13.0,0,< 1 Year,Yes,19197.0,160.0,25,0
279757,Male,24,1,46.0,1,< 1 Year,No,22676.0,152.0,217,0
225287,Female,25,1,8.0,1,< 1 Year,No,33770.0,152.0,142,0
119840,Female,32,1,33.0,1,< 1 Year,No,26799.0,152.0,169,0
363323,Male,46,1,33.0,0,1-2 Year,Yes,23475.0,124.0,10,0
275839,Female,28,1,36.0,1,< 1 Year,No,24958.0,152.0,292,0
323114,Male,71,1,30.0,1,1-2 Year,No,21409.0,26.0,20,0
28137,Female,28,1,28.0,1,< 1 Year,No,41535.0,152.0,238,0
241697,Female,55,1,8.0,1,1-2 Year,No,33714.0,26.0,134,0
119574,Male,22,1,8.0,1,< 1 Year,No,28903.0,160.0,15,0
219048,Male,22,1,45.0,1,< 1 Year,No,2630.0,152.0,33,0
229530,Male,50,1,28.0,1,1-2 Year,No,38131.0,26.0,237,0
68626,Male,42,1,8.0,0,1-2 Year,Yes,30496.0,124.0,186,0
346961,Female,49,1,29.0,0,1-2 Year,Yes,26871.0,156.0,231,1
140323,Male,53,1,41.0,0,1-2 Year,Yes,23040.0,124.0,263,1
94446,Female,23,1,46.0,0,< 1 Year,Yes,14668.0,160.0,206,0
53324,Male,48,1,28.0,1,1-2 Year,No,54674.0,52.0,237,0
379483,Male,53,1,15.0,0,1-2 Year,Yes,33096.0,31.0,189,0
293311,Male,74,1,28.0,0,> 2 Years,Yes,34038.0,122.0,72,1
30962,Female,25,1,30.0,1,< 1 Year,No,30843.0,152.0,147,0
102395,Female,22,1,10.0,1,< 1 Year,No,27954.0,152.0,81,0
228509,Male,24,1,8.0,1,< 1 Year,No,35285.0,152.0,288,0
349696,Female,25,1,5.0,0,< 1 Year,Yes,26573.0,152.0,177,0
146338,Female,27,1,33.0,1,< 1 Year,No,27301.0,151.0,238,0
268014,Female,23,1,14.0,1,< 1 Year,No,31125.0,152.0,242,0
12879,Female,22,1,46.0,1,< 1 Year,No,35251.0,152.0,87,0
308531,Male,72,1,48.0,0,1-2 Year,Yes,2630.0,26.0,26,0
262086,Male,38,1,17.0,0,1-2 Year,Yes,2630.0,156.0,241,0
123442,Female,49,1,48.0,0,1-2 Year,Yes,2630.0,124.0,262,1
39420,Male,55,1,28.0,0,> 2 Years,Yes,37625.0,122.0,294,0
56944,Female,24,1,29.0,1,< 1 Year,No,39519.0,152.0,35,0
105851,Male,59,0,28.0,0,1-2 Year,Yes,38666.0,26.0,23,0
158783,Male,42,1,1.0,0,1-2 Year,Yes,2630.0,124.0,241,0
65727,Female,73,1,50.0,0,1-2 Year,No,42133.0,124.0,203,0
157416,Female,57,1,30.0,1,1-2 Year,No,26478.0,152.0,65,0
346286,Female,22,1,15.0,1,< 1 Year,No,24610.0,152.0,73,0
189912,Female,36,1,46.0,0,1-2 Year,Yes,25779.0,124.0,120,0
379524,Male,42,1,50.0,0,1-2 Year,Yes,36513.0,124.0,81,0
10107,Male,25,1,28.0,0,< 1 Year,No,45382.0,152.0,273,0
147700,Male,26,1,18.0,1,< 1 Year,No,2630.0,152.0,166,0
116402,Male,72,1,31.0,1,1-2 Year,No,2630.0,124.0,198,0
283876,Male,21,1,8.0,1,< 1 Year,No,39007.0,160.0,277,0
354957,Male,27,1,15.0,1,< 1 Year,No,20862.0,152.0,223,0
349312,Male,80,1,28.0,1,1-2 Year,No,33708.0,26.0,179,0
269155,Female,22,1,11.0,1,< 1 Year,No,32150.0,152.0,85,0
302331,Male,65,0,8.0,0,1-2 Year,No,30458.0,7.0,192,0
4096,Female,20,1,16.0,1,< 1 Year,No,24028.0,160.0,49,0
130658,Male,58,1,46.0,0,1-2 Year,Yes,32275.0,124.0,272,0
253413,Male,24,1,28.0,1,< 1 Year,No,47535.0,152.0,271,0
58051,Female,20,1,46.0,1,< 1 Year,No,28650.0,160.0,278,0
11903,Male,51,1,28.0,0,1-2 Year,No,28279.0,124.0,211,0
40060,Male,25,1,41.0,1,< 1 Year,No,37273.0,152.0,36,0
371302,Male,49,1,28.0,0,1-2 Year,Yes,51346.0,124.0,99,0
263193,Female,40,1,28.0,0,1-2 Year,Yes,51095.0,26.0,10,0
247833,Male,58,1,45.0,0,1-2 Year,Yes,49426.0,26.0,226,1
376637,Male,56,1,28.0,0,> 2 Years,Yes,34764.0,26.0,51,1
289525,Male,49,1,3.0,0,1-2 Year,Yes,35096.0,26.0,114,0
335352,Male,24,1,8.0,0,< 1 Year,Yes,45967.0,152.0,122,0
242122,Female,28,1,28.0,1,< 1 Year,No,26812.0,152.0,102,0
127755,Male,27,1,24.0,1,< 1 Year,No,56194.0,152.0,278,0
367342,Male,50,1,46.0,0,1-2 Year,Yes,30588.0,26.0,34,0
185792,Female,26,1,27.0,1,< 1 Year,No,37792.0,152.0,17,0
217652,Female,23,1,26.0,0,< 1 Year,Yes,28865.0,152.0,208,0
237329,Male,24,1,2.0,1,< 1 Year,No,28734.0,152.0,246,0
190992,Female,49,1,28.0,0,1-2 Year,No,30690.0,26.0,41,0
97297,Male,46,1,46.0,1,1-2 Year,No,2630.0,124.0,290,0
80256,Male,27,1,28.0,0,< 1 Year,Yes,39281.0,152.0,29,0
237815,Male,39,1,8.0,1,1-2 Year,Yes,2630.0,156.0,20,0
277292,Male,28,1,3.0,1,< 1 Year,No,28885.0,152.0,287,0
269282,Female,20,1,24.0,1,< 1 Year,No,2630.0,160.0,171,0
136168,Female,28,1,13.0,1,< 1 Year,No,23238.0,152.0,175,0
312256,Male,54,1,28.0,1,1-2 Year,No,35009.0,26.0,31,0
141484,Male,62,1,41.0,0,> 2 Years,Yes,20374.0,124.0,115,0
154651,Male,57,1,41.0,1,1-2 Year,Yes,33739.0,26.0,98,0
144901,Male,23,1,41.0,1,< 1 Year,No,40628.0,152.0,236,0
16111,Male,73,1,20.0,0,> 2 Years,Yes,2630.0,124.0,278,1
29807,Female,57,1,46.0,0,1-2 Year,No,33477.0,120.0,34,0
306657,Male,23,1,30.0,0,< 1 Year,No,36835.0,152.0,154,0
94930,Male,29,1,3.0,0,1-2 Year,Yes,2630.0,26.0,75,1
358298,Male,41,1,8.0,0,1-2 Year,No,2630.0,154.0,187,0
13776,Male,47,1,50.0,0,1-2 Year,Yes,38019.0,18.0,128,0
172067,Female,61,1,28.0,0,> 2 Years,Yes,54210.0,124.0,164,1
275402,Male,44,1,11.0,0,1-2 Year,Yes,36392.0,124.0,251,0
188250,Male,32,1,3.0,0,< 1 Year,Yes,20760.0,26.0,210,1
351847,Male,29,1,28.0,0,< 1 Year,Yes,40407.0,26.0,29,0
154092,Male,62,1,28.0,0,1-2 Year,Yes,41720.0,26.0,137,1
52341,Male,41,1,45.0,1,1-2 Year,No,31010.0,124.0,169,0
212612,Male,49,1,28.0,0,> 2 Years,Yes,37037.0,26.0,235,0
210639,Female,24,1,30.0,1,< 1 Year,No,28370.0,152.0,216,0
280082,Male,52,1,24.0,1,1-2 Year,No,31125.0,26.0,187,0
236680,Female,26,1,3.0,1,< 1 Year,No,25886.0,152.0,108,0
29581,Male,45,1,3.0,1,1-2 Year,No,50581.0,124.0,179,0
206110,Male,49,1,46.0,0,1-2 Year,Yes,23292.0,122.0,247,0
311212,Female,32,1,47.0,1,< 1 Year,No,24274.0,152.0,42,0
360597,Female,38,1,28.0,0,1-2 Year,Yes,24075.0,13.0,81,0
329630,Female,66,1,28.0,0,> 2 Years,Yes,33629.0,26.0,99,0
100512,Male,35,1,28.0,1,< 1 Year,No,2630.0,1.0,133,0
33640,Female,23,1,21.0,1,< 1 Year,No,2630.0,152.0,14,0
322581,Male,48,1,28.0,1,1-2 Year,No,46670.0,124.0,10,0
289116,Male,48,1,38.0,1,1-2 Year,No,2630.0,156.0,49,0
203682,Male,55,1,28.0,1,1-2 Year,No,45078.0,26.0,27,0
308157,Male,29,1,21.0,1,< 1 Year,No,23329.0,152.0,44,0
195596,Male,23,1,41.0,1,< 1 Year,No,31892.0,152.0,285,0
304820,Male,31,1,37.0,0,< 1 Year,Yes,37612.0,152.0,134,0
72952,Male,37,1,1.0,0,1-2 Year,Yes,2630.0,124.0,106,1
232113,Male,78,1,33.0,0,> 2 Years,Yes,35285.0,26.0,141,0
27522,Female,42,1,46.0,1,1-2 Year,No,31920.0,11.0,258,0
102151,Male,27,1,28.0,1,< 1 Year,No,52587.0,152.0,139,0
134837,Female,21,1,8.0,1,< 1 Year,No,23833.0,160.0,171,0
10682,Male,27,1,27.0,1,< 1 Year,No,33746.0,152.0,180,0
248178,Male,27,1,11.0,1,< 1 Year,No,2630.0,152.0,137,0
153336,Female,48,1,14.0,0,1-2 Year,Yes,23616.0,26.0,274,0
133508,Male,31,1,18.0,1,< 1 Year,No,32741.0,152.0,270,0
66559,Female,21,1,8.0,1,< 1 Year,No,39478.0,152.0,146,0
248614,Female,49,1,29.0,0,1-2 Year,Yes,41263.0,124.0,234,1
330512,Male,38,1,28.0,0,1-2 Year,Yes,35019.0,124.0,167,0
213841,Female,26,1,36.0,0,< 1 Year,Yes,2630.0,152.0,127,0
3012,Female,25,1,46.0,1,< 1 Year,No,29419.0,160.0,183,0
180154,Male,22,1,15.0,1,< 1 Year,No,27124.0,152.0,35,0
72188,Male,70,1,0.0,0,1-2 Year,No,2630.0,10.0,23,0
39657,Female,41,1,28.0,1,1-2 Year,No,37852.0,26.0,32,0
53071,Female,65,1,8.0,1,1-2 Year,No,35511.0,26.0,299,0
105719,Female,23,1,10.0,0,< 1 Year,No,21713.0,152.0,78,0
69464,Male,33,1,33.0,0,1-2 Year,Yes,36389.0,124.0,33,0
320733,Male,62,1,14.0,0,1-2 Year,Yes,33976.0,124.0,271,0
131744,Female,23,1,49.0,1,< 1 Year,No,32707.0,152.0,231,0
245760,Male,23,1,50.0,1,< 1 Year,No,35059.0,152.0,25,0
112782,Female,41,1,38.0,1,1-2 Year,No,24311.0,26.0,138,0
328030,Male,41,1,8.0,1,1-2 Year,No,52838.0,124.0,258,0
47091,Male,24,1,32.0,0,< 1 Year,Yes,25376.0,152.0,82,0
152251,Female,20,1,15.0,1,< 1 Year,No,31788.0,160.0,81,0
324571,Male,44,1,28.0,0,1-2 Year,Yes,44079.0,26.0,77,0
8112,Male,41,1,29.0,0,1-2 Year,Yes,38725.0,124.0,270,1
223302,Male,33,1,28.0,0,1-2 Year,Yes,24131.0,155.0,293,0
43988,Female,45,1,7.0,0,1-2 Year,Yes,2630.0,26.0,99,0
156483,Male,24,1,41.0,1,< 1 Year,No,63109.0,152.0,150,0
156677,Female,24,1,15.0,1,< 1 Year,No,38140.0,152.0,84,0
241681,Male,24,1,36.0,0,< 1 Year,Yes,41170.0,152.0,250,0
72573,Male,51,1,28.0,0,> 2 Years,Yes,41608.0,124.0,66,0
351147,Male,38,1,30.0,0,1-2 Year,Yes,25617.0,152.0,69,0
274028,Female,48,1,43.0,0,1-2 Year,Yes,54470.0,154.0,160,0
168658,Male,26,1,28.0,1,< 1 Year,No,75353.0,152.0,34,0
129245,Female,25,1,6.0,0,< 1 Year,Yes,42796.0,152.0,237,1
320064,Male,47,1,28.0,0,1-2 Year,Yes,58855.0,124.0,168,1
189497,Male,73,1,28.0,0,> 2 Years,Yes,52202.0,26.0,294,0
359856,Male,31,1,28.0,0,1-2 Year,Yes,63625.0,60.0,37,0
114166,Female,36,1,9.0,1,1-2 Year,No,22791.0,152.0,202,0
340078,Male,47,1,26.0,1,1-2 Year,No,41859.0,22.0,272,0
75984,Female,31,1,28.0,0,1-2 Year,Yes,69856.0,122.0,205,0
171024,Female,80,1,13.0,0,1-2 Year,Yes,50978.0,26.0,24,1
132527,Male,60,1,6.0,0,> 2 Years,Yes,19380.0,26.0,122,0
72687,Male,41,1,11.0,1,1-2 Year,No,34660.0,124.0,251,0
58554,Female,38,1,46.0,0,1-2 Year,Yes,26943.0,11.0,170,0
55678,Male,29,1,21.0,0,< 1 Year,No,43054.0,152.0,269,0
26226,Female,26,1,37.0,1,< 1 Year,No,16719.0,152.0,54,0
1474,Male,51,1,3.0,0,1-2 Year,Yes,15715.0,26.0,185,1
264075,Female,52,1,8.0,0,1-2 Year,Yes,53038.0,124.0,242,0
83019,Female,47,1,28.0,0,1-2 Year,Yes,46710.0,26.0,197,0
242618,Female,24,1,32.0,1,< 1 Year,No,31686.0,152.0,47,0
53317,Female,75,1,28.0,0,1-2 Year,Yes,47736.0,26.0,73,0
282375,Male,60,1,28.0,0,1-2 Year,Yes,40618.0,26.0,264,1
308144,Female,25,1,41.0,1,< 1 Year,No,30038.0,152.0,163,0
53277,Male,24,1,32.0,1,< 1 Year,No,33544.0,152.0,97,0
256918,Male,52,1,8.0,0,1-2 Year,Yes,36511.0,124.0,200,0
306150,Male,42,1,28.0,0,1-2 Year,Yes,37646.0,124.0,175,0
288548,Male,28,1,43.0,0,< 1 Year,Yes,35784.0,160.0,297,0
257348,Male,25,1,41.0,0,< 1 Year,Yes,23821.0,152.0,192,1
376231,Male,52,1,28.0,0,1-2 Year,Yes,2630.0,156.0,167,1
18215,Female,31,1,35.0,0,1-2 Year,Yes,2630.0,163.0,172,0
96824,Male,25,1,6.0,0,< 1 Year,Yes,24704.0,152.0,232,0
262028,Male,51,1,28.0,0,1-2 Year,Yes,24248.0,124.0,204,0
103149,Male,23,1,10.0,1,< 1 Year,No,20964.0,152.0,293,0
100916,Male,41,1,28.0,1,1-2 Year,No,37762.0,124.0,289,0
243019,Male,46,1,28.0,0,1-2 Year,Yes,61064.0,26.0,87,1
355836,Male,42,1,8.0,0,1-2 Year,No,35976.0,124.0,292,0
84013,Male,47,1,15.0,0,1-2 Year,Yes,46709.0,124.0,56,0
181829,Male,52,1,41.0,1,1-2 Year,No,34667.0,12.0,76,0
380709,Female,22,1,33.0,1,< 1 Year,No,20939.0,152.0,242,0
88846,Male,24,1,15.0,0,< 1 Year,Yes,50673.0,152.0,61,0
231101,Male,47,1,19.0,0,1-2 Year,Yes,38785.0,26.0,111,1
122825,Male,45,1,45.0,0,1-2 Year,Yes,25087.0,26.0,26,1
244734,Male,22,1,4.0,1,< 1 Year,Yes,22740.0,152.0,283,0
367540,Male,76,1,28.0,0,1-2 Year,No,31348.0,26.0,175,0
324003,Female,34,1,11.0,0,1-2 Year,Yes,20477.0,156.0,230,0
94305,Male,52,1,14.0,0,1-2 Year,Yes,19981.0,124.0,237,1
96730,Male,22,1,39.0,1,< 1 Year,No,26684.0,160.0,283,0
363604,Female,25,1,45.0,1,< 1 Year,No,18932.0,152.0,208,0
292908,Female,20,1,32.0,1,< 1 Year,No,41032.0,160.0,145,0
66637,Female,21,1,46.0,1,< 1 Year,No,46688.0,160.0,62,0
253730,Male,25,1,28.0,1,< 1 Year,No,31981.0,152.0,103,0
33297,Female,25,1,41.0,1,< 1 Year,No,27201.0,152.0,10,0
78827,Male,26,1,41.0,1,< 1 Year,No,42427.0,152.0,172,0
143032,Male,54,1,2.0,0,1-2 Year,Yes,32786.0,4.0,79,1
182827,Male,54,1,28.0,0,1-2 Year,No,28508.0,122.0,54,0
251299,Male,38,1,8.0,1,1-2 Year,No,2630.0,26.0,240,0
82046,Male,78,1,28.0,1,1-2 Year,No,34604.0,26.0,49,0
300762,Male,45,1,8.0,1,1-2 Year,No,40082.0,124.0,30,0
129699,Female,23,1,8.0,1,< 1 Year,No,43759.0,152.0,32,0
148538,Male,29,1,40.0,1,< 1 Year,No,24469.0,160.0,60,0
145311,Male,66,1,8.0,0,1-2 Year,Yes,33504.0,155.0,193,0
331686,Male,36,1,3.0,0,1-2 Year,Yes,19015.0,26.0,162,1
274722,Male,54,1,46.0,1,1-2 Year,No,26186.0,11.0,114,0
285221,Male,60,1,28.0,0,> 2 Years,Yes,29096.0,61.0,36,1
60279,Female,23,1,15.0,0,< 1 Year,No,36715.0,152.0,275,0
276524,Male,39,1,36.0,0,1-2 Year,Yes,41130.0,24.0,26,0
320875,Male,28,1,8.0,0,< 1 Year,No,2630.0,1.0,68,0
32587,Male,48,1,9.0,0,1-2 Year,Yes,36876.0,26.0,135,0
258674,Male,47,1,28.0,0,1-2 Year,Yes,47715.0,26.0,284,0
26036,Female,28,1,8.0,1,< 1 Year,No,46013.0,152.0,115,0
121266,Male,24,1,26.0,0,< 1 Year,Yes,24760.0,152.0,205,0
370620,Male,22,1,13.0,1,< 1 Year,No,29273.0,152.0,74,0
242477,Male,48,1,8.0,0,1-2 Year,Yes,38915.0,26.0,65,0
232443,Male,25,1,50.0,1,< 1 Year,No,26985.0,152.0,53,0
58828,Female,24,1,39.0,1,< 1 Year,No,2630.0,152.0,85,0
286058,Male,48,1,14.0,0,1-2 Year,Yes,32205.0,124.0,116,0
